position;company;reviews;clean_position;city;state;python;statistics;mathematics;java;sql;excel;modeling;c++;r;visualization;ml;ai;has_phd;has_bachelor;has_master;;;;;
Sr. Data Scientist - Valor Water;Xylem;257;data scientist;San Francisco;CA;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;;;;;
Data Engineer; Business Insights;Pinterest;12;data engineer;San Francisco;CA;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;
Bioinformatics Scientist;GB HealthWatch;0;data scientist;San Francisco;CA;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;;;;
Machine Learning Engineer;Leap.ai;0;other role;San Francisco;CA;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;;;;;
Head of Data;Flexport;8;other role;San Francisco;CA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;
Remote Sensing Scientist;The Climate Corporation;11;data scientist;San Francisco;CA;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;;;;;
Data Engineer;University of San Francisco;110;data engineer;San Francisco;CA;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;;;;;
Data Scientist / Machine Learning Engineer - Classification Science;Slice Technologies & Unroll.me;0;data scientist;San Mateo;CA;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;;;;;
SR. DATA SCIENTIST;Academia.edu;0;data scientist;San Francisco;CA;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;;;;;
Associate PHC Data Scientist/PHC Data Scientist - Analytics;Genentech;678;data scientist;South San Francisco;CA;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;;;;;
Binformatics Scientist / Molecular Biologist - Single Cell Analysis;Celldom;0;data scientist;San Francisco Bay Area;CA;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;;;;;
Field Application Scientist; North America West;Twist Bioscience;0;data scientist;San Francisco;CA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;;;
Statistical Data Analytics Specialist;Genentech;678;other role;South San Francisco;CA;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Data Analyst - Automatic Labs;SiriusXM;155;data analyst;San Francisco;CA;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Data Engineer;Noodle.ai;0;data engineer;San Francisco;CA;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;;;;
Senior Data Scientist;Juvo;0;data scientist;San Francisco;CA;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;;;;;
Senior Data Scientist; Analytics;Fitbit;41;data scientist;San Francisco;CA;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;;;;
Senior Data Scientist;Remind;0;data scientist;San Francisco;CA;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Senior Data Scientist; Emerging Products;Instacart;471;data scientist;San Francisco;CA;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;
Senior Data Scientist;Vungle;4;data scientist;San Francisco;CA;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;;;;;
Senior Data Scientist;Sano;0;data scientist;San Francisco;CA;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;
Research Data Analyst;University of California San Francisco;269;data analyst;San Francisco;CA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Clinical Scientist;BlackThorn Therapeutics;0;data scientist;San Francisco;CA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Global Segment Leader - Machine Learning;Amazon.com;25895;other role;San Francisco;CA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;;;;
Motif Capital – Data Scientist;Motif Investing;2;data scientist;San Mateo;CA;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;;;;;
Senior Data Scientist;Quizlet;0;data scientist;San Francisco;CA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;
Data Analyst;Glu Mobile;15;data analyst;San Francisco;CA;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;;;;
Recruiter;Microsoft;4616;other role;San Francisco;CA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Data Science Specialist;University of California San Francisco;269;data scientist;San Francisco;CA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Senior Data Scientist;Helix;9;data scientist;San Francisco;CA;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;;;;;
SENIOR DATA SCIENTIST;Microsoft;4616;data scientist;San Francisco;CA;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;;;;
Senior Data Scientist;Discord;0;data scientist;San Francisco;CA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Machine Learning Scientist;Clara;6;data scientist;San Francisco;CA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;;;;
Jr Consumer Research Analyst - VIE San Francisco (H/F);Ubisoft;160;data analyst;San Francisco;CA;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
DNA Scientist;Twist Bioscience;0;data scientist;San Francisco;CA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Senior Data Scientist;Tapjoy;5;data scientist;San Francisco;CA;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;;;;
Senior Data Scientist;Recurly;0;data scientist;San Francisco;CA;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;;;;;
Head of Data;Lob;78;other role;San Francisco;CA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Machine Learning Engineer; Data Platform Team (Siri Search and Knowledge);Apple;5785;other role;San Francisco;CA;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;;;
Machine Learning Engineer; Anti-Abuse;Pinterest;12;other role;San Francisco;CA;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;;;
Production Bioinformatic Scientist;Invitae;4;data scientist;San Francisco;CA;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;;;;;
Data Scientist / Machine Learning Engineer - Information Extraction;Slice Technologies & Unroll.me;0;data scientist;San Mateo;CA;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;;;;;
Senior Data Scientist; Analytics;Microsoft;4616;data scientist;San Francisco;CA;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;;;
Data Scientist ~ Scientific Computing;Amyris, Inc.;0;data scientist;Emeryville;CA;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Data Scientist;Okaya Inc;0;data scientist;San Ramon;CA;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;;;;;
Senior Data Scientist;Instacart;471;data scientist;San Francisco;CA;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;
Senior Data Scientist; Partner;Instacart;471;data scientist;San Francisco;CA;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;
Alibaba Cloud Data Scientist San Mateo;Alibaba;15;data scientist;San Mateo;CA;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;;;;;
Lead Data Scientist;Philo;0;data scientist;San Francisco;CA;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Data Analyst;NinthDecimal;4;data analyst;San Francisco;CA;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Sr. Data Scientist;Lumos Labs, Inc.;0;data scientist;San Francisco;CA;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;;;;
DATA ENGINEER;HBUS;0;data engineer;San Francisco;CA;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Data Scientist; Marketing Analytics; Web Analytics & Experimentation;Uber;496;data scientist;San Francisco;CA;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;;
Senior Data Scientist;Genentech;678;data scientist;South San Francisco;CA;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;;;;;
Big Data Analyst;Autodesk;315;data analyst;San Francisco;CA;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Research Data Analyst;JLL;1786;data analyst;San Francisco;CA;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Sr. Data Scientist;Williams-Sonoma, Inc.;1578;data scientist;San Francisco;CA;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;
SENIOR DATA SCIENTIST;Ultimate Software;183;data scientist;San Francisco;CA;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;;;;;
Data Scientist;YapStone;29;data scientist;Walnut Creek;CA;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;;;;;
Mass Spectrometry Data Scientist;Genedata;0;data scientist;San Francisco;CA;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Data Scientist Manager - Machine Learning;Affirm;3;data scientist;San Francisco;CA;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;;;;
Software Engineer/Data Scientist; NLP;Twitter;56;data scientist;San Francisco;CA;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;;;;
Data Scientist;Cobalt Robotics;0;data scientist;San Mateo;CA;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;;;;
Data Scientist;C3 IoT;0;data scientist;Redwood City;CA;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;;;;;
Senior Data Scientist;CircleUp;0;data scientist;San Francisco;CA;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;;;;;
Data Scientist;LeapYear;0;data scientist;Berkeley;CA;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;;;;;
Senior Data Scientist;Wonderschool;0;data scientist;San Francisco;CA;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;;;;;
Data Scientist;Change Healthcare;406;data scientist;Emeryville;CA;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;;;;
PHC Data Scientist - Analytics;Genentech;678;data scientist;South San Francisco;CA;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;;;;;
Data Scientist;Upstart;6;data scientist;San Carlos;CA;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;;;;;
Systems Data Scientist;Lawrence Berkeley National Laboratory;123;data scientist;San Francisco Bay Area;CA;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;;;;;
Senior Data Scientist; Research;Slack;6;data scientist;San Francisco;CA;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;
Data Scientist;Walmart eCommerce;141;data scientist;San Bruno;CA;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;;;;
Senior Data Scientist;Cogitativo;0;data scientist;Berkeley;CA;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;;;;;
Student Research Collaboration;Google;2473;other role;San Francisco;CA;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;;;;
Senior Data Scientist;Xylem;257;data scientist;San Francisco;CA;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;;;;;
Data Scientist 4; Words with Friends;Zynga;77;data scientist;San Francisco;CA;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;
Data Scientist - Mozilla Marketing Analytics;Mozilla;23;data scientist;San Francisco;CA;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;
Data Scientist;Coupa Software;5;data scientist;San Mateo;CA;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;;;;;
Data Scientist (Analytics);Opendoor;11;data scientist;San Francisco;CA;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Staff Data Scientist;Walmart;148051;data scientist;San Bruno;CA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Data Scientist - Statistics;Intrexon Corporation.;0;data scientist;South San Francisco;CA;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;;;;;
Data Scientist – AI Machine Learning – Investment Management;Franklin Templeton Investments;512;data scientist;San Mateo;CA;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;;;;;
Data Scientist;FuelX;0;data scientist;San Mateo;CA;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;;;;
Physical Data Scientist;Carbon3D;0;data scientist;Redwood City;CA;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Sr Data Scientist;Charles Schwab;885;data scientist;San Francisco;CA;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;;;;;
Field Application Scientist; San Francisco;Nanocellect Biomedical Inc.;0;data scientist;San Francisco;CA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;
People Scientist;Uber;496;data scientist;San Francisco;CA;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;
Research Data Scientist;Electronic Arts;396;data scientist;Redwood City;CA;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;;;;;
Data Scientist;The Mice Groups;0;data scientist;Oakland;CA;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;;;;
Distinguished Data Scientist;DuPont;981;data scientist;Hayward;CA;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;;;;
Remote Sensing Data Scientist (PhD);DuPont;981;data scientist;Hayward;CA;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;;;;;
Healthcare Data Analyst;Medal;4;data analyst;San Francisco;CA;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Data Scientist (Big Data Analytics);Ahrefs;0;data scientist;San Francisco;CA;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;;;;
Scientist; Cellular Immunology;Johnson & Johnson Family of Companies;3327;data scientist;San Francisco;CA;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;;;
Data Science Generalist;Rainforest QA;0;data scientist;San Francisco;CA;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;;;;;
Senior Data Scientist; Decision Science;Glassdoor;23;data scientist;San Francisco;CA;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;
Data Scientist;Crystal Dynamics;6;data scientist;Redwood City;CA;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;;;;;
Data Scientist;Roblox;8;data scientist;San Mateo;CA;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Applied Scientist - Recommendations;Twitch;35;data scientist;San Francisco;CA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;;;;
Senior Data Scientist;Autodesk;315;data scientist;San Francisco;CA;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;;;;;
Data Scientist (Computer Vision);Trulia;51;data scientist;San Francisco;CA;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;;;;;
Sr. Data Scientist;24 Hour Fitness;2090;data scientist;San Ramon;CA;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;;;;;
Product Analyst; Data Science;Google;2473;data scientist;San Bruno;CA;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;
Sr. Data Scientist - Experimentation;Uber;496;data scientist;San Francisco;CA;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Lead Data Scientist; Machine Learning;Glassdoor;23;data scientist;San Francisco;CA;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;;;
Data Scientist - Statistical Modeling Specialist;Upstart;6;data scientist;San Carlos;CA;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;;;;;
Senior Scientist I (4J001 Biochemistry);Mission Bio;0;data scientist;San Francisco;CA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Biomaterials Scientist;VitroLabs Inc;0;data scientist;South San Francisco;CA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;;;;
People Research Scientist;Uber;496;data scientist;San Francisco;CA;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Sr. Data Scientist;UserTesting;21;data scientist;San Francisco;CA;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;;;;;
Data Scientist;Feedzai;0;data scientist;San Mateo;CA;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;;;;
Research Scientist; Google Brain (United States);Google;2473;data scientist;San Francisco;CA;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;;;
Data Scientist;Cox Enterprises;118;data scientist;Redwood City;CA;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;;;;;
Data Scientist - Analytics;Wish;14;data scientist;San Francisco;CA;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Data Scientist;Profusa;0;data scientist;South San Francisco;CA;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;;;;
Senior Data Scientist;Amazon.com;25895;data scientist;San Francisco;CA;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;;;;;
Siri - EPM -Machine Learning & Data Science Search;Apple;5785;data scientist;San Francisco;CA;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;;;;
Drug Discovery Data Scientist (NCI);Leidos;525;data scientist;San Francisco;CA;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;;;;;
Data Analyst; S&P - JUMP;Uber;496;data analyst;San Francisco;CA;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;
