co,no,no2,o3,so2,pm2_5,pm10,nh3,date
367.17,0.0,38.39,28.61,1.07,14.27,20.87,8.61,2021-05-31 00:00:00
410.56,0.01,41.81,21.1,0.87,18.54,26.05,9.37,2021-05-31 01:00:00
413.9,0.03,38.39,18.06,0.55,19.81,28.37,7.66,2021-05-31 02:00:00
357.15,0.01,27.76,23.96,0.36,16.27,26.66,5.7,2021-05-31 03:00:00
257.02,0.0,14.22,44.7,0.33,10.66,23.21,4.37,2021-05-31 04:00:00
226.97,0.01,12.85,46.49,0.32,8.26,19.66,4.24,2021-05-31 05:00:00
220.3,0.31,14.4,50.78,0.32,7.38,16.01,3.9,2021-05-31 06:00:00
208.62,0.63,11.31,68.67,0.26,5.33,9.95,3.23,2021-05-31 07:00:00
236.99,1.36,15.59,66.52,0.46,5.29,9.25,4.88,2021-05-31 08:00:00
283.72,3.21,22.62,63.66,1.13,6.06,10.23,7.35,2021-05-31 09:00:00
250.34,2.4,13.88,82.25,1.64,3.89,6.26,4.75,2021-05-31 10:00:00
223.64,1.5,10.54,91.55,2.03,3.54,5.63,3.58,2021-05-31 11:00:00
208.62,0.99,8.82,97.28,2.21,3.47,5.5,2.91,2021-05-31 12:00:00
198.6,0.72,7.28,100.14,2.03,3.27,5.06,2.57,2021-05-31 13:00:00
195.27,0.63,6.6,101.57,1.85,3.29,4.85,2.5,2021-05-31 14:00:00
195.27,0.62,6.6,100.14,1.83,3.38,4.8,2.47,2021-05-31 15:00:00
198.6,0.66,7.54,97.28,1.86,3.57,4.89,2.6,2021-05-31 16:00:00
205.28,0.61,8.91,95.84,2.0,3.97,5.28,2.79,2021-05-31 17:00:00
206.95,0.37,9.34,92.98,2.03,4.33,5.62,2.66,2021-05-31 18:00:00
208.62,0.08,10.54,89.41,2.33,4.9,6.51,2.63,2021-05-31 19:00:00
208.62,0.0,10.54,84.4,2.44,5.37,7.25,2.44,2021-05-31 20:00:00
203.61,0.0,9.17,82.97,2.24,5.56,7.42,1.88,2021-05-31 21:00:00
205.28,0.0,10.54,68.67,1.43,6.03,8.0,1.88,2021-05-31 22:00:00
208.62,0.0,11.31,53.64,0.87,6.55,8.85,2.34,2021-05-31 23:00:00
205.28,0.0,10.2,47.92,0.69,6.91,9.57,2.91,2021-06-01 00:00:00
196.93,0.0,9.08,46.49,0.6,7.1,10.01,3.8,2021-06-01 01:00:00
191.93,0.0,8.82,42.2,0.49,7.16,10.16,4.43,2021-06-01 02:00:00
188.59,0.0,9.34,37.91,0.42,7.14,10.05,4.88,2021-06-01 03:00:00
188.59,0.01,10.71,32.54,0.37,7.03,9.73,5.26,2021-06-01 04:00:00
205.28,0.15,17.48,21.46,0.38,7.51,10.16,5.64,2021-06-01 05:00:00
240.33,4.14,26.05,12.7,0.46,8.67,11.41,5.57,2021-06-01 06:00:00
193.6,0.84,8.65,82.25,1.46,6.7,9.34,1.62,2021-06-01 07:00:00
193.6,1.13,6.51,87.98,1.49,6.58,9.6,1.73,2021-06-01 08:00:00
191.93,0.98,4.54,97.28,1.39,6.29,9.41,1.79,2021-06-01 09:00:00
183.58,0.51,2.61,104.43,1.04,5.07,8.01,1.55,2021-06-01 10:00:00
181.91,0.41,2.29,105.86,1.04,4.82,8.23,1.46,2021-06-01 11:00:00
181.91,0.38,2.36,105.86,1.12,5.32,9.4,1.39,2021-06-01 12:00:00
183.58,0.3,3.21,103.0,1.27,6.1,10.82,1.46,2021-06-01 13:00:00
185.25,0.24,4.24,97.28,1.37,6.47,11.35,1.47,2021-06-01 14:00:00
188.59,0.17,4.88,94.41,1.34,6.58,12.06,1.41,2021-06-01 15:00:00
190.26,0.12,5.31,92.98,1.3,6.99,12.68,1.12,2021-06-01 16:00:00
191.93,0.06,4.16,91.55,0.86,7.47,13.37,0.79,2021-06-01 17:00:00
195.27,0.02,2.74,87.98,0.4,8.47,14.07,0.5,2021-06-01 18:00:00
201.94,0.0,2.06,82.25,0.19,10.37,14.84,0.38,2021-06-01 19:00:00
208.62,0.0,1.99,77.25,0.2,11.09,14.23,0.37,2021-06-01 20:00:00
213.62,0.0,2.38,75.1,0.3,10.64,12.71,0.46,2021-06-01 21:00:00
216.96,0.0,3.0,73.67,0.54,9.96,11.37,0.66,2021-06-01 22:00:00
216.96,0.0,3.21,73.67,0.81,9.45,10.61,0.71,2021-06-01 23:00:00
216.96,0.0,3.26,73.67,0.94,9.05,10.14,0.71,2021-06-02 00:00:00
216.96,0.0,3.3,72.96,1.0,8.58,9.64,0.71,2021-06-02 01:00:00
213.62,0.0,2.83,70.81,0.78,8.0,9.06,0.6,2021-06-02 02:00:00
211.95,0.0,2.08,70.1,0.44,7.45,8.48,0.54,2021-06-02 03:00:00
208.62,0.0,1.82,69.38,0.22,6.92,7.96,0.65,2021-06-02 04:00:00
208.62,0.0,2.42,69.38,0.14,6.31,7.37,0.71,2021-06-02 05:00:00
210.29,0.15,3.47,68.67,0.13,5.87,6.98,0.74,2021-06-02 06:00:00
210.29,0.46,3.6,70.1,0.11,5.68,6.83,0.71,2021-06-02 07:00:00
211.95,0.57,3.51,71.53,0.11,5.86,6.94,0.72,2021-06-02 08:00:00
213.62,0.5,3.38,72.24,0.2,6.47,7.42,0.81,2021-06-02 09:00:00
213.62,0.27,2.36,76.53,0.37,5.79,6.53,0.6,2021-06-02 10:00:00
213.62,0.17,2.06,80.11,0.44,4.7,5.3,0.53,2021-06-02 11:00:00
216.96,0.12,2.14,81.54,0.48,3.82,4.34,0.52,2021-06-02 12:00:00
216.96,0.17,2.4,85.12,0.62,3.36,3.9,0.68,2021-06-02 13:00:00
216.96,0.29,2.42,90.12,0.79,3.23,3.87,0.84,2021-06-02 14:00:00
216.96,0.39,2.44,92.98,0.83,3.27,3.99,0.9,2021-06-02 15:00:00
216.96,0.41,2.57,90.84,0.73,3.61,4.37,0.82,2021-06-02 16:00:00
216.96,0.31,2.68,85.12,0.57,4.69,5.57,0.73,2021-06-02 17:00:00
213.62,0.14,2.46,79.39,0.41,6.49,7.84,0.57,2021-06-02 18:00:00
206.95,0.02,2.1,75.82,0.31,8.95,11.03,0.39,2021-06-02 19:00:00
201.94,0.0,1.93,74.39,0.27,10.58,13.02,0.32,2021-06-02 20:00:00
203.61,0.0,1.84,72.96,0.21,10.98,12.98,0.31,2021-06-02 21:00:00
208.62,0.0,1.65,70.81,0.17,11.74,13.35,0.28,2021-06-02 22:00:00
210.29,0.0,1.39,72.24,0.18,12.96,15.04,0.27,2021-06-02 23:00:00
206.95,0.0,1.22,74.39,0.19,13.15,15.84,0.28,2021-06-03 00:00:00
205.28,0.0,1.16,75.1,0.19,12.31,15.26,0.34,2021-06-03 01:00:00
201.94,0.0,1.2,75.1,0.19,11.62,14.75,0.42,2021-06-03 02:00:00
196.93,0.0,1.36,74.39,0.2,11.36,14.61,0.49,2021-06-03 03:00:00
193.6,0.0,1.65,73.67,0.21,11.26,14.69,0.55,2021-06-03 04:00:00
191.93,0.0,2.4,72.96,0.24,10.72,14.36,0.56,2021-06-03 05:00:00
190.26,0.13,3.3,73.67,0.26,9.72,13.48,0.57,2021-06-03 06:00:00
188.59,0.36,3.04,77.96,0.27,8.32,12.1,0.55,2021-06-03 07:00:00
188.59,0.4,2.55,81.54,0.29,7.43,11.35,0.56,2021-06-03 08:00:00
190.26,0.34,2.12,85.12,0.31,6.72,10.62,0.55,2021-06-03 09:00:00
196.93,0.22,1.35,87.98,0.29,4.74,7.49,0.43,2021-06-03 10:00:00
198.6,0.18,0.99,90.12,0.33,4.33,6.83,0.33,2021-06-03 11:00:00
195.27,0.17,0.8,91.55,0.35,4.68,7.19,0.27,2021-06-03 12:00:00
193.6,0.17,0.8,91.55,0.35,5.3,7.74,0.26,2021-06-03 13:00:00
193.6,0.18,0.95,90.12,0.35,5.8,8.14,0.26,2021-06-03 14:00:00
193.6,0.19,1.25,89.41,0.36,6.32,8.61,0.22,2021-06-03 15:00:00
195.27,0.2,1.61,89.41,0.38,8.11,10.62,0.05,2021-06-03 16:00:00
195.27,0.2,1.8,88.69,0.4,10.48,13.34,0.0,2021-06-03 17:00:00
196.93,0.13,1.91,87.26,0.4,11.83,14.88,0.0,2021-06-03 18:00:00
203.61,0.07,4.54,73.67,0.3,12.64,15.86,0.52,2021-06-03 19:00:00
213.62,0.0,7.71,57.22,0.23,13.0,16.49,1.17,2021-06-03 20:00:00
216.96,0.0,9.94,46.49,0.19,13.16,16.93,1.38,2021-06-03 21:00:00
208.62,0.0,10.54,40.41,0.14,12.76,16.73,1.63,2021-06-03 22:00:00
198.6,0.0,9.0,38.27,0.11,12.09,16.14,1.82,2021-06-03 23:00:00
191.93,0.0,6.86,38.98,0.11,11.37,15.41,2.09,2021-06-04 00:00:00
186.92,0.0,5.57,40.77,0.11,10.95,14.85,2.25,2021-06-04 01:00:00
185.25,0.0,4.63,43.99,0.12,10.78,14.46,2.06,2021-06-04 02:00:00
185.25,0.0,4.03,48.64,0.12,10.72,14.15,1.9,2021-06-04 03:00:00
185.25,0.0,3.9,52.93,0.12,10.56,13.85,1.55,2021-06-04 04:00:00
193.6,0.0,6.17,52.21,0.14,10.3,13.54,1.27,2021-06-04 05:00:00
201.94,0.16,8.48,56.51,0.16,10.19,13.56,1.06,2021-06-04 06:00:00
198.6,0.16,3.47,77.96,0.19,10.79,14.64,0.02,2021-06-04 07:00:00
195.27,0.14,2.68,82.25,0.28,13.3,17.85,0.0,2021-06-04 08:00:00
191.93,0.11,2.25,83.69,0.36,15.34,20.09,0.0,2021-06-04 09:00:00
190.26,0.1,1.52,87.98,0.41,12.47,16.13,0.0,2021-06-04 10:00:00
191.93,0.1,1.26,91.55,0.43,9.93,12.67,0.0,2021-06-04 11:00:00
191.93,0.11,1.13,94.41,0.42,8.67,11.21,0.0,2021-06-04 12:00:00
191.93,0.16,0.95,97.28,0.39,7.83,10.46,0.0,2021-06-04 13:00:00
193.6,0.14,1.27,97.28,0.43,8.36,11.35,0.0,2021-06-04 14:00:00
195.27,0.13,1.89,94.41,0.51,9.5,12.8,0.0,2021-06-04 15:00:00
196.93,0.14,3.0,91.55,0.62,11.28,14.89,0.0,2021-06-04 16:00:00
200.27,0.13,3.98,87.98,0.65,12.72,16.55,0.03,2021-06-04 17:00:00
201.94,0.06,4.33,85.12,0.61,13.26,17.26,0.1,2021-06-04 18:00:00
205.28,0.02,4.93,80.11,0.47,13.43,17.55,0.37,2021-06-04 19:00:00
206.95,0.0,6.0,71.53,0.35,13.73,18.03,0.8,2021-06-04 20:00:00
206.95,0.0,6.6,63.66,0.31,14.05,18.69,1.01,2021-06-04 21:00:00
205.28,0.0,6.51,57.94,0.26,14.2,19.36,1.2,2021-06-04 22:00:00
201.94,0.0,5.66,54.36,0.22,14.59,20.22,1.25,2021-06-04 23:00:00
198.6,0.0,4.63,52.93,0.19,15.21,21.11,1.24,2021-06-05 00:00:00
196.93,0.0,4.8,44.7,0.14,15.78,21.53,1.55,2021-06-05 01:00:00
196.93,0.0,5.83,32.54,0.1,16.0,21.65,2.09,2021-06-05 02:00:00
198.6,0.02,7.2,22.71,0.11,16.29,22.17,2.82,2021-06-05 03:00:00
203.61,0.09,9.34,14.31,0.12,16.48,22.82,3.33,2021-06-05 04:00:00
216.96,0.65,13.02,6.71,0.15,17.02,24.07,2.82,2021-06-05 05:00:00
233.65,4.08,14.74,4.74,0.19,17.64,25.28,2.34,2021-06-05 06:00:00
213.62,0.91,8.91,47.21,0.59,17.14,24.8,1.82,2021-06-05 07:00:00
213.62,0.71,7.37,56.51,0.64,17.08,24.11,1.55,2021-06-05 08:00:00
216.96,0.41,7.28,60.8,0.69,17.36,24.25,1.81,2021-06-05 09:00:00
213.62,0.21,6.86,66.52,0.69,14.75,20.18,2.25,2021-06-05 10:00:00
220.3,0.31,10.45,64.37,1.45,13.41,18.25,3.58,2021-06-05 11:00:00
223.64,0.48,14.91,58.65,2.86,11.27,15.37,4.18,2021-06-05 12:00:00
206.95,0.42,13.02,60.08,3.07,7.22,9.96,3.29,2021-06-05 13:00:00
190.26,0.27,8.82,66.52,2.33,4.0,5.65,2.44,2021-06-05 14:00:00
181.91,0.19,6.43,71.53,1.73,2.2,3.29,1.87,2021-06-05 15:00:00
181.91,0.19,6.0,73.67,1.36,1.63,2.59,1.9,2021-06-05 16:00:00
185.25,0.18,7.54,73.67,1.37,1.64,2.72,2.6,2021-06-05 17:00:00
191.93,0.11,9.68,71.53,1.65,1.85,3.12,3.48,2021-06-05 18:00:00
223.64,0.07,19.36,56.51,2.65,2.76,4.66,6.97,2021-06-05 19:00:00
270.37,0.0,32.9,38.98,2.89,4.1,6.7,10.64,2021-06-05 20:00:00
283.72,0.0,37.01,31.11,1.74,4.54,7.31,10.77,2021-06-05 21:00:00
257.02,0.0,29.13,29.68,0.75,4.0,6.58,8.87,2021-06-05 22:00:00
220.3,0.0,19.36,28.97,0.36,3.37,5.68,6.71,2021-06-05 23:00:00
188.59,0.0,12.0,28.25,0.22,2.86,4.86,5.19,2021-06-06 00:00:00
170.23,0.0,7.37,27.18,0.17,2.6,4.14,3.64,2021-06-06 01:00:00
165.22,0.0,5.48,25.75,0.18,2.92,4.14,3.1,2021-06-06 02:00:00
170.23,0.0,5.14,27.54,0.24,3.57,4.74,3.33,2021-06-06 03:00:00
176.91,0.0,4.71,38.62,0.28,3.69,4.98,3.39,2021-06-06 04:00:00
178.58,0.0,5.4,40.41,0.22,3.4,4.75,3.29,2021-06-06 05:00:00
180.24,0.11,7.54,37.19,0.19,3.29,4.59,3.2,2021-06-06 06:00:00
183.58,0.29,6.77,45.42,0.19,2.83,3.89,2.69,2021-06-06 07:00:00
188.59,0.62,7.2,48.64,0.24,2.58,3.51,3.36,2021-06-06 08:00:00
198.6,1.03,8.14,52.93,0.52,2.4,3.25,4.69,2021-06-06 09:00:00
196.93,0.53,6.0,70.1,0.66,1.6,2.15,3.2,2021-06-06 10:00:00
191.93,0.26,3.9,78.68,0.52,1.22,1.64,2.12,2021-06-06 11:00:00
190.26,0.14,2.83,81.54,0.39,1.08,1.44,1.76,2021-06-06 12:00:00
186.92,0.16,2.29,84.4,0.31,1.13,1.44,1.76,2021-06-06 13:00:00
183.58,0.23,2.21,91.55,0.4,1.59,1.94,1.92,2021-06-06 14:00:00
185.25,0.3,2.38,100.14,0.48,2.17,2.6,1.88,2021-06-06 15:00:00
186.92,0.39,2.87,101.57,0.51,2.57,3.18,1.96,2021-06-06 16:00:00
190.26,0.45,3.77,98.71,0.63,2.9,3.85,2.25,2021-06-06 17:00:00
193.6,0.38,4.8,95.84,0.78,3.08,4.47,2.5,2021-06-06 18:00:00
201.94,0.15,7.63,89.41,1.1,3.28,5.3,3.2,2021-06-06 19:00:00
206.95,0.0,8.74,83.69,1.06,3.39,5.94,3.77,2021-06-06 20:00:00
203.61,0.0,7.45,79.39,0.68,3.33,6.05,3.33,2021-06-06 21:00:00
200.27,0.0,8.14,70.1,0.4,3.32,6.0,2.98,2021-06-06 22:00:00
200.27,0.0,9.34,57.94,0.27,3.44,6.19,2.6,2021-06-06 23:00:00
195.27,0.0,8.57,51.5,0.22,3.5,6.32,2.44,2021-06-07 00:00:00
190.26,0.0,7.63,45.78,0.19,3.55,6.46,2.82,2021-06-07 01:00:00
188.59,0.0,7.45,39.7,0.17,3.66,6.66,2.69,2021-06-07 02:00:00
186.92,0.0,8.05,32.9,0.15,3.8,6.9,2.47,2021-06-07 03:00:00
186.92,0.02,9.25,26.46,0.14,3.98,7.16,2.15,2021-06-07 04:00:00
198.6,0.17,13.54,20.03,0.19,4.42,7.71,2.06,2021-06-07 05:00:00
216.96,2.63,16.11,22.17,0.25,4.88,8.3,2.41,2021-06-07 06:00:00
201.94,2.1,9.94,56.51,0.42,4.09,7.24,2.41,2021-06-07 07:00:00
220.3,3.24,11.14,62.23,0.63,4.64,8.17,3.9,2021-06-07 08:00:00
243.66,3.97,14.4,78.68,1.37,6.24,10.16,5.51,2021-06-07 09:00:00
216.96,1.55,7.97,108.72,2.03,5.64,8.14,4.18,2021-06-07 10:00:00
200.27,0.6,4.28,124.45,2.35,5.95,7.98,3.36,2021-06-07 11:00:00
191.93,0.31,2.74,127.32,2.18,6.0,7.99,2.79,2021-06-07 12:00:00
186.92,0.25,2.36,123.02,1.79,5.73,7.76,2.57,2021-06-07 13:00:00
183.58,0.31,2.66,121.59,1.7,5.71,7.9,2.63,2021-06-07 14:00:00
183.58,0.41,3.34,120.16,1.89,5.95,8.3,2.85,2021-06-07 15:00:00
186.92,0.54,4.71,124.45,2.27,6.6,9.12,3.45,2021-06-07 16:00:00
196.93,0.68,7.45,128.75,2.95,7.54,10.28,4.5,2021-06-07 17:00:00
210.29,0.61,11.31,130.18,3.58,8.38,11.15,5.45,2021-06-07 18:00:00
230.31,0.24,17.65,115.87,4.23,8.48,11.56,6.71,2021-06-07 19:00:00
250.34,0.0,21.42,98.71,4.59,9.55,13.12,7.35,2021-06-07 20:00:00
257.02,0.0,21.25,85.83,4.23,11.36,15.15,6.9,2021-06-07 21:00:00
263.69,0.0,22.62,69.38,3.28,12.6,16.52,6.52,2021-06-07 22:00:00
270.37,0.0,23.65,52.21,2.35,12.93,17.03,5.76,2021-06-07 23:00:00
267.03,0.0,22.28,41.49,1.8,13.0,17.29,5.0,2021-06-08 00:00:00
267.03,0.0,21.59,30.76,1.27,13.12,17.67,5.32,2021-06-08 01:00:00
267.03,0.01,21.59,21.64,0.92,14.13,18.91,7.35,2021-06-08 02:00:00
263.69,0.03,22.28,16.81,0.86,15.91,20.91,11.02,2021-06-08 03:00:00
250.34,0.11,22.62,13.59,0.79,17.17,22.23,14.31,2021-06-08 04:00:00
253.68,1.37,24.68,6.26,0.6,17.27,22.28,11.27,2021-06-08 05:00:00
273.71,10.06,23.65,7.96,0.51,16.19,20.98,8.36,2021-06-08 06:00:00
216.96,1.29,9.25,80.11,0.76,8.14,10.33,3.64,2021-06-08 07:00:00
226.97,1.82,8.91,91.55,0.72,6.13,7.94,4.24,2021-06-08 08:00:00
247.0,2.21,10.28,108.72,1.12,6.62,8.46,5.07,2021-06-08 09:00:00
240.33,1.52,7.54,124.45,1.52,6.34,7.99,4.37,2021-06-08 10:00:00
226.97,0.85,4.84,138.76,1.76,6.55,8.15,3.58,2021-06-08 11:00:00
220.3,0.57,3.51,145.91,1.83,6.76,8.37,2.98,2021-06-08 12:00:00
216.96,0.44,3.26,141.62,1.61,6.51,8.18,2.63,2021-06-08 13:00:00
216.96,0.46,3.64,134.47,1.3,6.35,8.19,2.57,2021-06-08 14:00:00
213.62,0.54,4.11,124.45,1.07,6.07,7.96,2.44,2021-06-08 15:00:00
210.29,0.66,5.31,113.01,0.92,5.87,7.85,2.6,2021-06-08 16:00:00
211.95,0.68,6.77,101.57,0.84,5.99,8.15,2.91,2021-06-08 17:00:00
213.62,0.43,7.63,90.12,0.79,6.19,8.43,2.98,2021-06-08 18:00:00
247.0,0.2,14.22,72.24,1.01,7.13,9.79,5.38,2021-06-08 19:00:00
283.72,0.0,19.88,55.79,1.01,8.1,11.18,7.35,2021-06-08 20:00:00
293.73,0.0,20.56,47.21,0.69,8.51,11.77,6.52,2021-06-08 21:00:00
290.39,0.01,22.28,32.54,0.34,8.86,12.31,4.56,2021-06-08 22:00:00
283.72,0.03,22.28,19.85,0.2,9.01,12.66,4.12,2021-06-08 23:00:00
263.69,0.05,19.02,15.02,0.18,8.91,12.72,4.81,2021-06-09 00:00:00
240.33,0.06,15.77,13.59,0.18,8.61,12.46,5.76,2021-06-09 01:00:00
223.64,0.07,13.88,12.7,0.17,8.35,12.24,6.21,2021-06-09 02:00:00
220.3,0.11,13.37,11.62,0.17,8.27,12.16,7.03,2021-06-09 03:00:00
220.3,0.18,14.4,11.09,0.19,8.32,12.23,7.35,2021-06-09 04:00:00
240.33,1.23,20.22,6.17,0.27,8.96,12.97,7.35,2021-06-09 05:00:00
273.71,7.15,25.71,6.88,0.36,10.0,14.1,7.35,2021-06-09 06:00:00
250.34,3.74,19.02,50.07,0.56,7.77,10.7,5.64,2021-06-09 07:00:00
277.04,5.25,20.22,68.67,0.81,7.72,10.36,7.28,2021-06-09 08:00:00
297.07,4.92,20.74,98.71,1.61,8.06,10.37,8.36,2021-06-09 09:00:00
236.99,2.15,10.54,127.32,2.38,6.48,7.66,5.26,2021-06-09 10:00:00
213.62,1.2,6.6,138.76,2.65,6.55,7.56,4.12,2021-06-09 11:00:00
203.61,0.81,4.8,141.62,2.41,6.5,7.45,3.52,2021-06-09 12:00:00
198.6,0.66,4.46,138.76,2.12,6.23,7.15,3.26,2021-06-09 13:00:00
196.93,0.57,5.14,134.47,2.0,5.95,6.9,3.26,2021-06-09 14:00:00
196.93,0.48,6.51,125.89,2.03,5.71,6.7,3.26,2021-06-09 15:00:00
198.6,0.53,8.23,118.73,1.94,5.61,6.64,3.42,2021-06-09 16:00:00
206.95,0.71,9.94,114.44,1.58,5.72,6.81,3.9,2021-06-09 17:00:00
211.95,0.55,9.94,108.72,1.06,5.52,6.6,4.02,2021-06-09 18:00:00
243.66,0.28,16.28,92.98,1.12,5.96,7.37,6.27,2021-06-09 19:00:00
273.71,0.0,19.88,75.82,0.95,6.46,8.08,7.79,2021-06-09 20:00:00
270.37,0.0,18.34,67.95,0.57,6.55,8.18,7.28,2021-06-09 21:00:00
263.69,0.0,19.19,52.21,0.32,6.82,8.56,7.09,2021-06-09 22:00:00
250.34,0.0,18.85,38.98,0.21,7.09,9.0,8.23,2021-06-09 23:00:00
233.65,0.0,16.45,36.84,0.17,7.18,9.22,9.25,2021-06-10 00:00:00
216.96,0.0,14.22,35.76,0.16,7.17,9.35,8.99,2021-06-10 01:00:00
206.95,0.0,13.2,30.76,0.16,7.08,9.38,8.49,2021-06-10 02:00:00
200.27,0.01,13.02,24.68,0.15,7.03,9.44,8.36,2021-06-10 03:00:00
196.93,0.05,14.22,19.31,0.16,7.09,9.62,8.87,2021-06-10 04:00:00
211.95,0.58,20.22,10.73,0.22,7.65,10.33,9.37,2021-06-10 05:00:00
240.33,5.98,25.36,7.33,0.28,8.59,11.34,8.49,2021-06-10 06:00:00
203.61,0.82,9.85,78.68,0.23,5.93,7.39,3.48,2021-06-10 07:00:00
213.62,1.52,10.2,87.98,0.32,6.14,7.56,4.18,2021-06-10 08:00:00
247.0,2.54,13.71,104.43,0.6,7.23,8.89,6.65,2021-06-10 09:00:00
243.66,1.96,10.71,128.75,1.22,7.41,8.57,5.95,2021-06-10 10:00:00
230.31,1.24,7.37,143.05,1.15,7.58,8.63,4.81,2021-06-10 11:00:00
205.28,0.67,4.11,143.05,0.75,6.97,7.85,3.67,2021-06-10 12:00:00
180.24,0.3,2.01,130.18,0.42,5.76,6.41,2.06,2021-06-10 13:00:00
175.24,0.27,2.21,121.59,0.4,5.49,6.07,2.01,2021-06-10 14:00:00
175.24,0.26,2.96,117.3,0.45,5.52,6.1,2.12,2021-06-10 15:00:00
176.91,0.26,4.2,114.44,0.47,5.71,6.3,2.44,2021-06-10 16:00:00
183.58,0.21,5.31,113.01,0.53,6.19,6.82,2.79,2021-06-10 17:00:00
190.26,0.11,5.74,113.01,0.57,6.68,7.36,3.04,2021-06-10 18:00:00
226.97,0.05,12.85,94.41,0.87,7.43,8.43,5.83,2021-06-10 19:00:00
273.71,0.0,19.36,70.81,0.86,8.24,9.61,8.49,2021-06-10 20:00:00
280.38,0.0,20.39,57.94,0.54,8.57,10.09,8.49,2021-06-10 21:00:00
257.02,0.0,18.68,52.21,0.32,8.39,9.92,7.28,2021-06-10 22:00:00
230.31,0.0,14.91,45.78,0.23,8.07,9.52,6.08,2021-06-10 23:00:00
205.28,0.0,10.54,42.56,0.17,7.73,9.1,5.19,2021-06-11 00:00:00
190.26,0.0,8.74,37.91,0.13,7.71,9.11,5.26,2021-06-11 01:00:00
181.91,0.0,8.05,32.54,0.1,7.75,9.23,5.57,2021-06-11 02:00:00
176.91,0.01,7.63,31.47,0.1,7.76,9.26,5.57,2021-06-11 03:00:00
175.24,0.01,8.23,30.04,0.11,7.82,9.35,5.51,2021-06-11 04:00:00
190.26,0.23,14.91,18.6,0.17,8.34,10.04,5.64,2021-06-11 05:00:00
220.3,5.53,21.08,8.76,0.25,9.24,11.2,5.7,2021-06-11 06:00:00
220.3,6.65,18.68,19.85,0.25,8.54,10.26,4.88,2021-06-11 07:00:00
233.65,8.83,21.25,28.97,0.29,8.62,10.4,5.38,2021-06-11 08:00:00
270.37,9.72,25.36,40.41,0.41,9.13,11.04,8.36,2021-06-11 09:00:00
185.25,0.72,4.76,103.0,0.46,4.42,5.05,2.82,2021-06-11 10:00:00
180.24,0.43,3.0,110.15,0.61,4.26,4.8,2.34,2021-06-11 11:00:00
180.24,0.38,2.7,114.44,0.81,4.6,5.18,2.28,2021-06-11 12:00:00
185.25,0.49,3.56,117.3,1.15,5.23,5.93,2.79,2021-06-11 13:00:00
188.59,0.55,4.41,120.16,1.37,5.62,6.41,3.07,2021-06-11 14:00:00
190.26,0.57,5.14,120.16,1.51,5.66,6.51,3.17,2021-06-11 15:00:00
190.26,0.52,6.26,118.73,1.55,5.64,6.52,3.23,2021-06-11 16:00:00
200.27,0.47,8.91,115.87,1.94,6.28,7.32,3.86,2021-06-11 17:00:00
210.29,0.26,12.0,113.01,2.56,7.16,8.39,4.62,2021-06-11 18:00:00
310.42,0.14,32.56,73.67,4.11,10.37,12.63,10.64,2021-06-11 19:00:00
403.88,0.0,48.67,37.55,3.7,13.67,16.76,12.67,2021-06-11 20:00:00
403.88,0.01,48.67,26.82,2.06,14.44,17.54,10.01,2021-06-11 21:00:00
347.14,0.0,40.1,27.9,1.07,13.16,15.98,9.25,2021-06-11 22:00:00
283.72,0.0,28.79,30.4,0.55,11.36,13.94,8.87,2021-06-11 23:00:00
230.31,0.0,19.02,32.19,0.29,9.69,12.09,8.87,2021-06-12 00:00:00
196.93,0.0,13.88,33.62,0.23,8.68,11.04,11.53,2021-06-12 01:00:00
183.58,0.0,11.82,36.48,0.24,8.0,10.35,16.21,2021-06-12 02:00:00
178.58,0.0,10.8,38.62,0.24,7.34,9.68,20.52,2021-06-12 03:00:00
176.91,0.0,10.8,40.77,0.25,6.23,8.49,24.07,2021-06-12 04:00:00
185.25,0.03,14.57,36.84,0.3,5.44,7.66,24.32,2021-06-12 05:00:00
198.6,2.04,19.19,28.61,0.34,5.16,7.26,19.25,2021-06-12 06:00:00
193.6,3.24,13.2,41.13,0.25,4.42,6.0,8.87,2021-06-12 07:00:00
201.94,3.97,13.54,57.22,0.24,5.01,6.57,6.97,2021-06-12 08:00:00
226.97,3.97,16.11,85.83,0.28,7.22,8.91,8.49,2021-06-12 09:00:00
193.6,0.61,3.56,120.16,0.57,4.24,4.89,4.62,2021-06-12 10:00:00
193.6,0.45,3.0,130.18,1.07,4.79,5.46,4.18,2021-06-12 11:00:00
193.6,0.36,2.7,135.9,1.4,5.61,6.37,3.8,2021-06-12 12:00:00
195.27,0.31,2.61,143.05,1.67,6.84,7.68,3.55,2021-06-12 13:00:00
195.27,0.31,2.64,147.34,1.76,7.89,8.78,3.48,2021-06-12 14:00:00
195.27,0.32,2.79,144.48,1.7,8.4,9.28,3.36,2021-06-12 15:00:00
196.93,0.4,3.51,141.62,1.76,8.94,9.82,3.48,2021-06-12 16:00:00
203.61,0.5,5.44,141.62,2.33,10.09,11.08,4.18,2021-06-12 17:00:00
213.62,0.48,8.4,140.19,2.92,10.89,12.0,5.0,2021-06-12 18:00:00
270.37,0.29,20.05,124.45,4.05,14.37,16.07,8.61,2021-06-12 19:00:00
333.79,0.0,30.16,97.28,3.49,17.31,19.59,11.53,2021-06-12 20:00:00
330.45,0.0,29.13,75.1,1.76,16.36,18.67,10.39,2021-06-12 21:00:00
