co,no,no2,o3,so2,pm2_5,pm10,nh3,date
171.9,0.0,3.56,54.36,0.44,5.47,9.04,1.27,2021-05-31 00:00:00
170.23,0.0,3.3,48.64,0.39,5.63,9.08,1.31,2021-05-31 01:00:00
168.56,0.0,3.0,45.78,0.37,5.88,9.14,1.28,2021-05-31 02:00:00
168.56,0.0,2.79,44.35,0.35,6.02,9.1,1.25,2021-05-31 03:00:00
166.89,0.0,2.7,42.56,0.34,6.0,8.99,1.24,2021-05-31 04:00:00
166.89,0.03,2.74,41.13,0.4,5.82,9.02,1.28,2021-05-31 05:00:00
168.56,0.34,2.83,42.2,0.56,5.67,9.21,1.38,2021-05-31 06:00:00
168.56,0.92,2.96,43.63,0.74,5.6,9.39,1.52,2021-05-31 07:00:00
166.89,1.52,3.13,43.63,0.87,5.76,9.7,1.74,2021-05-31 08:00:00
168.56,1.73,3.26,49.35,1.12,6.24,10.31,2.12,2021-05-31 09:00:00
173.57,0.95,2.66,77.25,1.68,10.11,13.83,2.57,2021-05-31 10:00:00
176.91,0.51,1.93,95.84,1.97,12.07,15.73,2.98,2021-05-31 11:00:00
178.58,0.3,1.46,113.01,2.35,12.44,15.94,3.36,2021-05-31 12:00:00
180.24,0.18,0.98,124.45,2.35,9.44,11.72,2.63,2021-05-31 13:00:00
180.24,0.14,0.84,127.32,2.18,8.61,10.26,2.0,2021-05-31 14:00:00
178.58,0.14,0.87,127.32,2.0,8.08,9.49,1.88,2021-05-31 15:00:00
176.91,0.17,1.06,124.45,1.79,7.6,8.92,1.98,2021-05-31 16:00:00
176.91,0.2,1.46,121.59,1.67,7.7,9.09,2.19,2021-05-31 17:00:00
176.91,0.18,1.82,118.73,1.61,8.0,9.47,2.34,2021-05-31 18:00:00
178.58,0.12,2.7,114.44,1.77,9.05,10.69,2.69,2021-05-31 19:00:00
183.58,0.03,3.86,108.72,2.18,10.88,12.78,3.17,2021-05-31 20:00:00
183.58,0.0,4.37,101.57,2.27,12.27,14.37,3.17,2021-05-31 21:00:00
181.91,0.0,4.8,94.41,2.12,15.46,17.74,2.5,2021-05-31 22:00:00
180.24,0.0,4.71,90.12,1.82,18.21,20.48,2.12,2021-05-31 23:00:00
176.91,0.0,4.16,83.69,1.3,16.97,19.15,1.98,2021-06-01 00:00:00
171.9,0.0,3.68,76.53,0.81,11.74,13.88,1.87,2021-06-01 01:00:00
168.56,0.0,3.47,69.38,0.56,7.84,9.94,1.66,2021-06-01 02:00:00
165.22,0.0,3.43,62.94,0.5,6.68,8.82,1.47,2021-06-01 03:00:00
165.22,0.0,3.51,56.51,0.55,7.01,9.35,1.46,2021-06-01 04:00:00
165.22,0.03,3.81,51.5,0.74,9.09,11.82,1.5,2021-06-01 05:00:00
168.56,0.41,4.24,48.64,1.0,12.38,15.55,1.55,2021-06-01 06:00:00
171.9,1.2,4.63,48.64,1.22,15.12,18.68,1.82,2021-06-01 07:00:00
176.91,1.82,4.88,52.21,1.51,17.24,21.03,2.38,2021-06-01 08:00:00
185.25,1.73,4.84,66.52,2.09,20.24,24.04,2.91,2021-06-01 09:00:00
191.93,0.82,3.3,98.71,2.86,20.3,23.38,3.2,2021-06-01 10:00:00
193.6,0.37,1.97,121.59,2.8,17.07,19.6,3.61,2021-06-01 11:00:00
193.6,0.24,1.46,134.47,2.62,14.18,16.38,3.96,2021-06-01 12:00:00
181.91,0.15,0.92,131.61,1.65,9.62,10.96,2.47,2021-06-01 13:00:00
176.91,0.13,0.76,127.32,1.24,7.46,8.43,1.88,2021-06-01 14:00:00
175.24,0.13,0.78,125.89,1.01,6.51,7.33,1.68,2021-06-01 15:00:00
173.57,0.15,0.96,125.89,0.9,5.75,6.44,1.55,2021-06-01 16:00:00
173.57,0.17,1.26,125.89,0.97,5.2,5.75,1.47,2021-06-01 17:00:00
173.57,0.15,1.61,128.75,1.27,5.23,5.73,1.5,2021-06-01 18:00:00
176.91,0.1,2.36,128.75,1.59,6.21,6.81,2.0,2021-06-01 19:00:00
181.91,0.02,3.47,124.45,1.76,8.23,9.08,3.01,2021-06-01 20:00:00
186.92,0.0,3.64,125.89,1.89,10.69,11.78,3.77,2021-06-01 21:00:00
196.93,0.0,3.73,134.47,2.09,18.31,19.69,3.74,2021-06-01 22:00:00
206.95,0.0,3.81,135.9,2.03,27.2,29.07,3.93,2021-06-01 23:00:00
210.29,0.0,3.68,127.32,1.73,32.1,34.41,3.86,2021-06-02 00:00:00
206.95,0.0,3.47,113.01,1.33,30.24,32.89,3.58,2021-06-02 01:00:00
195.27,0.0,3.3,98.71,1.07,22.97,25.97,3.14,2021-06-02 02:00:00
188.59,0.0,3.34,86.55,0.98,16.28,19.67,2.53,2021-06-02 03:00:00
185.25,0.0,3.51,76.53,0.97,13.84,17.5,2.06,2021-06-02 04:00:00
186.92,0.02,3.9,69.38,1.06,14.02,18.06,2.0,2021-06-02 05:00:00
188.59,0.24,4.46,65.09,1.27,15.72,19.96,2.0,2021-06-02 06:00:00
191.93,0.69,5.14,62.94,1.49,17.43,21.75,2.28,2021-06-02 07:00:00
195.27,1.06,6.08,63.66,1.77,18.45,22.65,2.98,2021-06-02 08:00:00
201.94,1.15,6.86,71.53,2.44,20.0,23.84,3.77,2021-06-02 09:00:00
205.28,0.7,5.44,98.71,3.31,17.75,20.44,4.05,2021-06-02 10:00:00
205.28,0.43,3.81,120.16,3.46,14.04,16.07,4.43,2021-06-02 11:00:00
205.28,0.32,2.61,137.33,3.4,14.19,15.99,4.02,2021-06-02 12:00:00
190.26,0.15,1.37,144.48,2.06,10.64,11.67,2.44,2021-06-02 13:00:00
185.25,0.12,1.18,145.91,1.58,9.62,10.41,1.88,2021-06-02 14:00:00
183.58,0.11,1.21,147.34,1.39,9.43,10.12,1.63,2021-06-02 15:00:00
181.91,0.12,1.56,148.77,1.4,9.85,10.53,1.63,2021-06-02 16:00:00
183.58,0.12,2.27,148.77,1.59,10.98,11.75,1.85,2021-06-02 17:00:00
188.59,0.09,2.96,148.77,1.89,13.08,14.07,2.34,2021-06-02 18:00:00
195.27,0.02,4.16,145.91,2.24,15.87,17.2,2.98,2021-06-02 19:00:00
203.61,0.01,5.66,135.9,2.65,18.99,20.73,3.55,2021-06-02 20:00:00
213.62,0.0,7.63,123.02,3.43,21.81,23.94,3.8,2021-06-02 21:00:00
220.3,0.0,12.17,98.71,4.83,22.27,24.41,3.23,2021-06-02 22:00:00
220.3,0.0,16.62,66.52,5.31,18.91,20.39,1.9,2021-06-02 23:00:00
206.95,0.0,14.05,50.07,3.64,14.6,15.43,1.11,2021-06-03 00:00:00
195.27,0.0,10.03,37.91,2.06,12.71,13.32,1.0,2021-06-03 01:00:00
190.26,0.0,9.08,26.46,1.4,12.57,13.17,1.16,2021-06-03 02:00:00
186.92,0.01,8.91,18.95,1.04,13.07,13.69,1.44,2021-06-03 03:00:00
185.25,0.02,8.57,14.31,0.79,13.4,14.07,1.66,2021-06-03 04:00:00
183.58,0.08,8.05,11.62,0.63,13.36,14.03,1.63,2021-06-03 05:00:00
181.91,0.5,7.71,12.34,0.65,12.4,13.05,1.62,2021-06-03 06:00:00
180.24,0.43,5.66,35.76,0.83,8.3,8.77,1.5,2021-06-03 07:00:00
175.24,0.52,4.28,52.93,0.77,5.76,6.14,1.46,2021-06-03 08:00:00
171.9,0.57,3.43,65.09,0.81,5.62,6.02,1.54,2021-06-03 09:00:00
171.9,0.35,2.08,80.82,0.66,5.27,5.67,1.36,2021-06-03 10:00:00
170.23,0.21,1.41,90.12,0.59,5.28,5.72,1.31,2021-06-03 11:00:00
170.23,0.19,1.21,95.84,0.58,5.57,6.07,1.38,2021-06-03 12:00:00
170.23,0.19,1.02,100.14,0.55,5.28,5.79,1.38,2021-06-03 13:00:00
168.56,0.17,0.91,100.14,0.53,4.87,5.42,1.38,2021-06-03 14:00:00
168.56,0.18,0.93,101.57,0.55,4.58,5.27,1.5,2021-06-03 15:00:00
168.56,0.18,1.14,100.14,0.58,3.98,4.91,1.65,2021-06-03 16:00:00
168.56,0.18,1.46,97.28,0.64,3.33,4.6,1.74,2021-06-03 17:00:00
170.23,0.14,1.76,94.41,0.74,2.62,4.17,1.79,2021-06-03 18:00:00
173.57,0.07,2.4,87.98,0.95,2.06,3.64,1.79,2021-06-03 19:00:00
178.58,0.01,3.56,81.54,1.3,1.8,3.2,1.88,2021-06-03 20:00:00
181.91,0.0,4.28,75.1,1.39,1.59,2.54,1.9,2021-06-03 21:00:00
181.91,0.0,4.37,70.81,1.25,1.33,1.91,1.74,2021-06-03 22:00:00
180.24,0.0,4.33,67.95,1.15,1.2,1.68,1.82,2021-06-03 23:00:00
178.58,0.0,4.33,65.09,1.24,1.2,1.75,2.09,2021-06-04 00:00:00
178.58,0.0,4.88,60.08,1.59,1.33,2.08,2.5,2021-06-04 01:00:00
178.58,0.0,5.57,54.36,1.91,1.47,2.45,2.79,2021-06-04 02:00:00
178.58,0.0,5.66,51.5,1.88,1.57,2.78,2.72,2021-06-04 03:00:00
180.24,0.0,5.66,47.92,1.8,2.09,3.72,2.47,2021-06-04 04:00:00
180.24,0.04,6.43,42.92,1.91,3.01,5.13,2.19,2021-06-04 05:00:00
180.24,0.19,7.37,39.34,2.09,3.64,6.08,2.01,2021-06-04 06:00:00
180.24,0.19,7.97,41.49,2.38,3.77,6.4,1.84,2021-06-04 07:00:00
180.24,0.32,7.37,46.49,2.15,3.6,6.37,1.73,2021-06-04 08:00:00
176.91,0.38,6.17,53.64,1.94,3.37,6.25,1.77,2021-06-04 09:00:00
175.24,0.45,4.5,64.37,1.79,3.31,5.95,1.54,2021-06-04 10:00:00
173.57,0.42,3.6,72.24,1.73,3.36,5.8,1.47,2021-06-04 11:00:00
175.24,0.4,3.13,77.96,1.67,3.38,5.65,1.63,2021-06-04 12:00:00
176.91,0.33,2.68,82.97,1.58,3.45,5.45,1.73,2021-06-04 13:00:00
176.91,0.27,2.42,85.83,1.49,3.49,5.1,1.69,2021-06-04 14:00:00
178.58,0.23,2.44,86.55,1.45,3.47,4.8,1.66,2021-06-04 15:00:00
180.24,0.16,3.09,86.55,1.46,3.52,4.83,1.81,2021-06-04 16:00:00
181.91,0.13,4.41,83.69,1.61,3.59,4.97,2.01,2021-06-04 17:00:00
180.24,0.08,5.4,80.82,1.65,3.53,4.82,1.95,2021-06-04 18:00:00
175.24,0.03,5.57,77.25,1.42,3.09,4.17,1.69,2021-06-04 19:00:00
171.9,0.0,5.36,74.39,1.12,2.55,3.47,1.57,2021-06-04 20:00:00
171.9,0.0,5.14,72.24,1.0,2.37,3.2,1.49,2021-06-04 21:00:00
171.9,0.0,4.97,71.53,0.93,2.44,3.21,1.39,2021-06-04 22:00:00
173.57,0.0,4.63,71.53,0.89,2.58,3.32,1.35,2021-06-04 23:00:00
175.24,0.0,4.03,72.24,0.85,2.6,3.31,1.36,2021-06-05 00:00:00
171.9,0.0,4.41,55.08,0.51,2.6,3.37,2.12,2021-06-05 01:00:00
165.22,0.0,4.84,33.26,0.29,2.67,3.56,2.88,2021-06-05 02:00:00
160.22,0.02,4.93,21.64,0.29,2.85,3.83,4.37,2021-06-05 03:00:00
155.21,0.04,5.06,15.74,0.32,3.21,4.07,5.89,2021-06-05 04:00:00
151.87,0.29,4.33,9.84,0.26,3.57,4.37,4.5,2021-06-05 05:00:00
151.87,1.79,3.47,7.33,0.31,4.13,4.92,2.79,2021-06-05 06:00:00
166.89,0.92,3.81,37.19,0.73,5.56,6.34,2.01,2021-06-05 07:00:00
166.89,1.58,3.6,35.41,0.86,5.3,6.18,2.15,2021-06-05 08:00:00
168.56,1.79,3.13,37.19,1.04,5.15,6.13,2.41,2021-06-05 09:00:00
176.91,0.52,1.97,83.69,1.71,8.37,9.69,1.49,2021-06-05 10:00:00
176.91,0.25,1.34,100.14,1.73,8.05,9.45,1.68,2021-06-05 11:00:00
176.91,0.17,1.15,110.15,1.77,7.84,9.24,1.93,2021-06-05 12:00:00
175.24,0.14,1.01,120.16,1.82,7.61,8.89,1.96,2021-06-05 13:00:00
175.24,0.13,0.87,127.32,1.91,6.72,7.76,1.87,2021-06-05 14:00:00
173.57,0.13,0.85,127.32,2.12,6.06,7.0,1.82,2021-06-05 15:00:00
